file_id,dataset,scenario,branch,track,llm_version,run_id,output_type,expected_model,expected_hyperparameters,t0_format_followed,t1_format_followed,t1_has_previous_summary,t1_overcleaned_flag,t2_format_followed,t2_has_previous_summary,t2_model_confirmed_nonempty,t2_hyperparams_confirmed_nonempty,t2_understands_blockwise,t2_understands_retraining,t2_understands_groundtruth,t3_parse_success,t3_extra_text_flag,t3_has_seed,t3_reads_csv,t3_correct_split_80_20,t3_correct_block_size,t3_retraining_implemented,t3_uses_ground_truth,t3_remainder_handled,t3_prints_forecasts,code_model_matches_expected,code_hyperparams_match_expected,script_uses_expected_family,format_follow_score,scenario_understanding_score,code_structure_score,model_hyperparam_score,turn0_score,turn1_score,turn2_score,turn3_score,overall_protocol_score,strict_protocol_pass
Part2-IceCreamHeater-S3-ChalDL-GPT55-Run1,IceCreamHeater,S3,ChalDL,challenger_dl,GPT55,1,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S3-ChalDL-GPT55-Run2,IceCreamHeater,S3,ChalDL,challenger_dl,GPT55,2,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S3-ChalDL-GPT55-Run3,IceCreamHeater,S3,ChalDL,challenger_dl,GPT55,3,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run1,IceCreamHeater,S3,ChalDL,challenger_dl,Grok43,1,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,66.67,80.0,77.78,100.0,100.0,66.67,71.43,84.62,81.11,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run2,IceCreamHeater,S3,ChalDL,challenger_dl,Grok43,2,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,66.67,60.0,77.78,100.0,100.0,66.67,57.14,84.62,76.11,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run3,IceCreamHeater,S3,ChalDL,challenger_dl,Grok43,3,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,66.67,60.0,77.78,100.0,100.0,66.67,57.14,84.62,76.11,False
Part2-IceCreamHeater-S3-ChalDL-KimiK26-Run1,IceCreamHeater,S3,ChalDL,challenger_dl,KimiK26,1,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,60.0,77.78,100.0,100.0,100.0,71.43,84.62,84.44,False
Part2-IceCreamHeater-S3-ChalDL-KimiK26-Run2,IceCreamHeater,S3,ChalDL,challenger_dl,KimiK26,2,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S3-ChalDL-KimiK26-Run3,IceCreamHeater,S3,ChalDL,challenger_dl,KimiK26,3,SCRIPT,LSTM,"{""batch_size"": 8, ""epochs"": 5, ""hidden_size"": 16, ""input_size"": 2, ""lr"": 0.01, ""num_layers"": 1, ""pred_len"": 12, ""seq_len"": 6}",True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,100.0,60.0,66.67,100.0,100.0,66.67,71.43,76.92,81.67,False
Part2-IceCreamHeater-S3-ChalML-ClaudeOpus47-Run1,IceCreamHeater,S3,ChalML,challenger_ml,ClaudeOpus47,1,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S3-ChalML-ClaudeOpus47-Run2,IceCreamHeater,S3,ChalML,challenger_ml,ClaudeOpus47,2,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S3-ChalML-ClaudeOpus47-Run3,IceCreamHeater,S3,ChalML,challenger_ml,ClaudeOpus47,3,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S3-ChalML-DeepSeekV4Pro-Run1,IceCreamHeater,S3,ChalML,challenger_ml,DeepSeekV4Pro,1,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,66.67,40.0,77.78,100.0,100.0,66.67,42.86,84.62,71.11,False
Part2-IceCreamHeater-S3-ChalML-DeepSeekV4Pro-Run2,IceCreamHeater,S3,ChalML,challenger_ml,DeepSeekV4Pro,2,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,83.33,60.0,66.67,100.0,100.0,66.67,71.43,76.92,77.5,False
Part2-IceCreamHeater-S3-ChalML-DeepSeekV4Pro-Run3,IceCreamHeater,S3,ChalML,challenger_ml,DeepSeekV4Pro,3,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,83.33,60.0,77.78,100.0,100.0,66.67,71.43,84.62,80.28,False
Part2-IceCreamHeater-S3-ChalML-Gemini31Pro-Run1,IceCreamHeater,S3,ChalML,challenger_ml,Gemini31Pro,1,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,100.0,80.0,66.67,100.0,100.0,100.0,85.71,76.92,86.67,False
Part2-IceCreamHeater-S3-ChalML-Gemini31Pro-Run2,IceCreamHeater,S3,ChalML,challenger_ml,Gemini31Pro,2,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,40.0,88.89,100.0,100.0,100.0,57.14,92.31,82.22,False
Part2-IceCreamHeater-S3-ChalML-Gemini31Pro-Run3,IceCreamHeater,S3,ChalML,challenger_ml,Gemini31Pro,3,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,80.0,88.89,100.0,100.0,100.0,85.71,92.31,92.22,False
Part2-IceCreamHeater-S3-ChalML-GPT55-Run1,IceCreamHeater,S3,ChalML,challenger_ml,GPT55,1,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,80.0,88.89,100.0,100.0,100.0,85.71,92.31,92.22,False
Part2-IceCreamHeater-S3-ChalML-GPT55-Run2,IceCreamHeater,S3,ChalML,challenger_ml,GPT55,2,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,80.0,88.89,100.0,100.0,100.0,85.71,92.31,92.22,False
Part2-IceCreamHeater-S3-ChalML-GPT55-Run3,IceCreamHeater,S3,ChalML,challenger_ml,GPT55,3,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,80.0,88.89,100.0,100.0,100.0,85.71,92.31,92.22,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run1,IceCreamHeater,S3,ChalML,challenger_ml,Grok43,1,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,66.67,60.0,88.89,100.0,100.0,66.67,57.14,92.31,78.89,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run2,IceCreamHeater,S3,ChalML,challenger_ml,Grok43,2,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,66.67,80.0,77.78,100.0,100.0,66.67,71.43,84.62,81.11,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run3,IceCreamHeater,S3,ChalML,challenger_ml,Grok43,3,SCRIPT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,66.67,80.0,77.78,100.0,100.0,66.67,71.43,84.62,81.11,False
Part2-IceCreamHeater-S3-ChalML-KimiK26-Run1,IceCreamHeater,S3,ChalML,challenger_ml,KimiK26,1,TEXT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,,,,100.0,60.0,0.0,,100.0,100.0,71.43,50.0,53.33,False
Part2-IceCreamHeater-S3-ChalML-KimiK26-Run2,IceCreamHeater,S3,ChalML,challenger_ml,KimiK26,2,TEXT,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,0.0,,100.0,100.0,57.14,50.0,46.67,False
Part2-IceCreamHeater-S3-ChalML-KimiK26-Run3,IceCreamHeater,S3,ChalML,challenger_ml,KimiK26,3,LIST,RandomForest,"{""input_features"": 2, ""lags"": 6, ""learning_rate"": ""N/A"", ""max_depth"": 4, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 50}",True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,60.0,100.0,,100.0,66.67,71.43,100.0,86.67,False
Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run1,IceCreamHeater,S4,Base,baseline,ClaudeOpus47,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run2,IceCreamHeater,S4,Base,baseline,ClaudeOpus47,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,80.0,88.89,100.0,100.0,100.0,85.71,92.31,92.22,False
Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run3,IceCreamHeater,S4,Base,baseline,ClaudeOpus47,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S4,Base,baseline,DeepSeekV4Pro,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,83.33,80.0,77.78,100.0,100.0,66.67,85.71,84.62,85.28,False
Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S4,Base,baseline,DeepSeekV4Pro,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,66.67,100.0,66.67,100.0,100.0,66.67,85.71,76.92,83.34,False
Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S4,Base,baseline,DeepSeekV4Pro,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,83.33,80.0,88.89,100.0,100.0,66.67,85.71,92.31,88.05,False
Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run1,IceCreamHeater,S4,Base,baseline,Gemini31Pro,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run2,IceCreamHeater,S4,Base,baseline,Gemini31Pro,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,100.0,60.0,77.78,100.0,100.0,100.0,71.43,84.62,84.44,False
Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run3,IceCreamHeater,S4,Base,baseline,Gemini31Pro,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,60.0,77.78,100.0,100.0,100.0,71.43,84.62,84.44,False
Part2-IceCreamHeater-S4-Base-GPT55-Run1,IceCreamHeater,S4,Base,baseline,GPT55,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S4-Base-GPT55-Run2,IceCreamHeater,S4,Base,baseline,GPT55,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S4-Base-GPT55-Run3,IceCreamHeater,S4,Base,baseline,GPT55,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,60.0,88.89,100.0,100.0,100.0,71.43,92.31,87.22,False
Part2-IceCreamHeater-S4-Base-Grok43-Run1,IceCreamHeater,S4,Base,baseline,Grok43,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,66.67,100.0,77.78,100.0,100.0,66.67,85.71,84.62,86.11,False
Part2-IceCreamHeater-S4-Base-Grok43-Run2,IceCreamHeater,S4,Base,baseline,Grok43,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,66.67,100.0,77.78,100.0,100.0,66.67,85.71,84.62,86.11,False
Part2-IceCreamHeater-S4-Base-Grok43-Run3,IceCreamHeater,S4,Base,baseline,Grok43,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,66.67,100.0,66.67,100.0,100.0,66.67,85.71,76.92,83.34,False
Part2-IceCreamHeater-S4-Base-KimiK26-Run1,IceCreamHeater,S4,Base,baseline,KimiK26,1,LIST,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,100.0,60.0,100.0,,100.0,100.0,71.43,100.0,86.67,False
Part2-IceCreamHeater-S4-Base-KimiK26-Run2,IceCreamHeater,S4,Base,baseline,KimiK26,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,True,True,100.0,60.0,77.78,100.0,100.0,100.0,71.43,84.62,84.44,False
Part2-IceCreamHeater-S4-Base-KimiK26-Run3,IceCreamHeater,S4,Base,baseline,KimiK26,3,LIST,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,,,,100.0,80.0,100.0,,100.0,100.0,85.71,100.0,93.33,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run1,IceCreamHeater,S4,ChalDL,challenger_dl,ClaudeOpus47,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run2,IceCreamHeater,S4,ChalDL,challenger_dl,ClaudeOpus47,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run3,IceCreamHeater,S4,ChalDL,challenger_dl,ClaudeOpus47,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,60.0,77.78,100.0,100.0,100.0,71.43,84.62,84.44,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run1,IceCreamHeater,S4,ChalDL,challenger_dl,DeepSeekV4Pro,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,83.33,100.0,88.89,100.0,100.0,66.67,100.0,92.31,93.05,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run2,IceCreamHeater,S4,ChalDL,challenger_dl,DeepSeekV4Pro,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,66.67,80.0,77.78,100.0,100.0,66.67,71.43,84.62,81.11,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run3,IceCreamHeater,S4,ChalDL,challenger_dl,DeepSeekV4Pro,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,66.67,80.0,88.89,100.0,100.0,66.67,71.43,92.31,83.89,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run1,IceCreamHeater,S4,ChalDL,challenger_dl,Gemini31Pro,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,100.0,60.0,66.67,100.0,100.0,100.0,71.43,76.92,81.67,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run2,IceCreamHeater,S4,ChalDL,challenger_dl,Gemini31Pro,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,100.0,100.0,66.67,100.0,100.0,100.0,100.0,76.92,91.67,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run3,IceCreamHeater,S4,ChalDL,challenger_dl,Gemini31Pro,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,100.0,60.0,66.67,100.0,100.0,100.0,71.43,76.92,81.67,False
Part2-IceCreamHeater-S4-ChalDL-GPT55-Run1,IceCreamHeater,S4,ChalDL,challenger_dl,GPT55,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,80.0,77.78,100.0,100.0,100.0,85.71,84.62,89.44,False
Part2-IceCreamHeater-S4-ChalDL-GPT55-Run2,IceCreamHeater,S4,ChalDL,challenger_dl,GPT55,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 30, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 3, ""pred_len"": 12, ""seq_len"": 12}",True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,100.0,100.0,66.67,100.0,100.0,100.0,100.0,76.92,91.67,False
